com.apple.driver.driverkit.serial vm=0xfffffe0007caefe0 file=0xcaafe0
com.apple.iokit.IOVideoFamily vm=0xfffffe0007caf9e0 file=0xcab9e0
com.apple.security.Image4 vm=0xfffffe0007cb01f0 file=0xcac1f0
com.apple.kec.InvalidateHmac vm=0xfffffe0007cbbc10 file=0xcb7c10
com.apple.nke.l2tp vm=0xfffffe0007cbcb70 file=0xcb8b70
com.apple.nke.ppp vm=0xfffffe0007cbdc80 file=0xcb9c80
com.apple.nke.pppoe vm=0xfffffe0007cbfdf0 file=0xcbbdf0
com.apple.security.quarantine vm=0xfffffe0007cc0d50 file=0xcbcd50
com.apple.driver.RTBuddy vm=0xfffffe0007cc1ec0 file=0xcbdec0
com.apple.driver.SCDPProxy vm=0xfffffe0007ccd2d0 file=0xcc92d0
com.apple.driver.SEPHibernation vm=0xfffffe0007ccef90 file=0xccaf90
com.apple.security.sandbox vm=0xfffffe0007cd00d0 file=0xccc0d0
com.apple.driver.SoftRAID vm=0xfffffe0007cfb240 file=0xcf7240
com.apple.UVCService vm=0xfffffe0007cfe140 file=0xcfa140
com.apple.filesystems.acfs vm=0xfffffe0007cfe840 file=0xcfa840
com.apple.filesystems.acfsctl vm=0xfffffe0007d3a350 file=0xd36350
com.apple.filesystems.apfs vm=0xfffffe0007d3aa60 file=0xd36a60
com.apple.filesystems.autofs vm=0xfffffe0007d90b40 file=0xd8cb40
com.apple.filesystems.cd9660 vm=0xfffffe0007d92270 file=0xd8e270
com.apple.filesystems.cddafs vm=0xfffffe0007d93c50 file=0xd8fc50
com.apple.driver.corecapture vm=0xfffffe0007d94cf0 file=0xd90cf0
com.apple.kec.corecrypto vm=0xfffffe0007d9be80 file=0xd97e80
com.apple.driver.iPodSBCDriver vm=0xfffffe0007db0ad0 file=0xdacad0
com.apple.filesystems.lifs vm=0xfffffe0007db1190 file=0xdad190
com.apple.kext.mcx.alr vm=0xfffffe0007db6540 file=0xdb2540
com.apple.filesystems.nfs vm=0xfffffe0007db7aa0 file=0xdb3aa0
com.apple.filesystems.smbfs vm=0xfffffe0007dc21a0 file=0xdbe1a0
com.apple.filesystems.tmpfs vm=0xfffffe0007de0660 file=0xddc660
com.apple.kext.triggers vm=0xfffffe0007de1390 file=0xddd390
com.apple.filesystems.udf vm=0xfffffe0007de1d60 file=0xdddd60
com.apple.filesystems.webdav vm=0xfffffe0007de6f30 file=0xde2f30
